Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-02-08 13:20:00-05:00,218.64999389648438,219.02000427246094,218.27999877929688,218.63009643554688,0,0,0
2022-02-08 13:25:00-05:00,218.66000366210938,219.1199951171875,218.5850067138672,218.8927001953125,727606,0,0
2022-02-08 13:30:00-05:00,218.88499450683594,219.10000610351562,218.64999389648438,218.99920654296875,741572,0,0
2022-02-08 13:35:00-05:00,218.99000549316406,220.25990295410156,218.10789489746094,218.32569885253906,2118875,0,0
2022-02-08 13:40:00-05:00,218.30999755859375,218.6699981689453,218.1300048828125,218.65980529785156,891804,0,0
2022-02-08 13:45:00-05:00,218.6403045654297,219.2899932861328,218.44200134277344,219.17999267578125,674895,0,0
2022-02-08 13:50:00-05:00,219.17999267578125,219.6199951171875,218.83999633789062,219.24000549316406,681117,0,0
2022-02-08 13:55:00-05:00,219.24000549316406,219.3000030517578,218.80999755859375,218.92999267578125,618097,0,0
2022-02-08 14:00:00-05:00,218.92999267578125,219.89999389648438,218.92349243164062,219.80999755859375,852421,0,0
2022-02-08 14:05:00-05:00,219.8000030517578,219.8800048828125,219.27999877929688,219.52000427246094,749968,0,0
2022-02-08 14:10:00-05:00,219.49899291992188,219.8000030517578,219.2100067138672,219.23379516601562,628916,0,0
2022-02-08 14:15:00-05:00,219.24000549316406,219.30999755859375,218.2899932861328,218.6199951171875,1074331,0,0
2022-02-08 14:20:00-05:00,218.61000061035156,218.85000610351562,218.22999572753906,218.46499633789062,914769,0,0
2022-02-08 14:25:00-05:00,218.4499969482422,218.61000061035156,217.60000610351562,217.75,1300986,0,0
2022-02-08 14:30:00-05:00,217.75999450683594,218.11000061035156,217.6300048828125,218.0850067138672,889464,0,0
2022-02-08 14:35:00-05:00,218.0850067138672,218.24000549316406,217.3300018310547,217.39999389648438,959033,0,0
2022-02-08 14:40:00-05:00,217.41000366210938,217.52999877929688,216.75999450683594,217.16990661621094,1511234,0,0
2022-02-08 14:45:00-05:00,217.16000366210938,217.38999938964844,216.64999389648438,216.75999450683594,1127259,0,0
2022-02-08 14:50:00-05:00,216.7550048828125,217.60000610351562,216.7550048828125,217.345703125,1026005,0,0
2022-02-08 14:55:00-05:00,217.35000610351562,217.67999267578125,216.97999572753906,217.2393035888672,863556,0,0
2022-02-08 15:00:00-05:00,217.22000122070312,217.5399932861328,216.86000061035156,217.06500244140625,730510,0,0
2022-02-08 15:05:00-05:00,217.05999755859375,217.18519592285156,216.14999389648438,216.9539031982422,1391247,0,0
2022-02-08 15:10:00-05:00,216.9600067138672,217.6300048828125,216.72000122070312,217.1999053955078,1139250,0,0
2022-02-08 15:15:00-05:00,217.19000244140625,217.83999633789062,217.19000244140625,217.5399932861328,1002662,0,0
2022-02-08 15:20:00-05:00,217.5399932861328,217.67999267578125,216.60000610351562,217.27999877929688,1034704,0,0
2022-02-08 15:25:00-05:00,217.27999877929688,218.1300048828125,216.94000244140625,218.11000061035156,1251843,0,0
2022-02-08 15:30:00-05:00,218.1199951171875,219.3000030517578,217.91000366210938,219.07000732421875,1876032,0,0
2022-02-08 15:35:00-05:00,219.08999633789062,219.6300048828125,218.8300018310547,219.56500244140625,1470606,0,0
2022-02-08 15:40:00-05:00,219.55499267578125,220.40179443359375,219.5500030517578,219.72000122070312,2087544,0,0
2022-02-08 15:45:00-05:00,219.7299041748047,220.27999877929688,219.4499969482422,220.0,1328781,0,0
2022-02-08 15:50:00-05:00,220.02999877929688,220.8800048828125,219.1304931640625,220.6300048828125,1688738,0,0
2022-02-08 15:55:00-05:00,220.64010620117188,221.22999572753906,219.9199981689453,220.1699981689453,2572052,0,0
2022-02-09 09:30:00-05:00,224.1999969482422,225.11000061035156,222.2100067138672,224.4149932861328,5949511,0,0
2022-02-09 09:35:00-05:00,224.43499755859375,227.47000122070312,224.08999633789062,227.00999450683594,2696019,0,0
2022-02-09 09:40:00-05:00,226.9801025390625,227.00999450683594,225.1199951171875,225.1649932861328,1670022,0,0
2022-02-09 09:45:00-05:00,225.1999969482422,225.72000122070312,224.75,225.13999938964844,1578795,0,0
2022-02-09 09:50:00-05:00,225.0500030517578,226.0,224.1199951171875,225.83999633789062,1496487,0,0
2022-02-09 09:55:00-05:00,225.83999633789062,226.0,224.47999572753906,225.00999450683594,1301284,0,0
2022-02-09 10:00:00-05:00,225.06939697265625,226.0,224.75,225.7799072265625,1114175,0,0
2022-02-09 10:05:00-05:00,225.72999572753906,226.52000427246094,224.89999389648438,225.97000122070312,1288889,0,0
2022-02-09 10:10:00-05:00,225.97500610351562,226.10000610351562,224.0,225.11000061035156,1229525,0,0
2022-02-09 10:15:00-05:00,225.1300048828125,225.3300018310547,224.61000061035156,224.6999053955078,698843,0,0
2022-02-09 10:20:00-05:00,224.66000366210938,226.25,224.4250030517578,225.7899932861328,1118257,0,0
